,Price,Pid,Property_name,Address,Neighboorhood
3639,38000000,G5367,5 bedroom Duplex for sale Abraham adesanya LBS Ibeju-Lekki Lagos,Lekki garden ph2 Abraham adesanya Lbs Ibeju-Lekki Lagos,Lekki
3640,32000000,G5361,3 bedroom Flat / Apartment for sale Elegushi Ikate Lekki Lagos,Meadow Hall Road Elegushi Ikate Lekki Lagos,Lekki
3641,18000000,G5360,3 bedroom House for sale Yewande Iju-Ishaga Agege Lagos,Adedeji-Obasa Yewande Iju Ishaga Agege Lagos,Agege
3642,15000000,G5353,5 bedroom Bungalow for sale Awoyaya Ajah Lagos, Awoyaya new road Awoyaya Ajah Lagos,Ajah
3643,65000000,"478,48,G5348",478.48 square meter Land for sale MAGODO SHANGISHA Magodo Kosofe/Ikosi Lagos, DIPO AWOLESI STREET MAGODO SHANGISHA Magodo Kosofe Ikosi Lagos,Kosofe
3644,50000000,"500,G5346",9 bedroom Duplex for sale Papa Ajao Mushin Mushin Lagos,Palm Avenue Papa Ajao Mushin Mushin Lagos,Mushin
3645,70000000,G5344,4 bedroom Duplex for sale Jibowu Yaba Lagos,"Herbert macaulay way, jibowu yaba Jibowu Yaba Lagos",Yaba
3646,60000000,G5335,3 bedroom House for sale Ago palace Okota Lagos,Greenfield Ago Palace Okota Lagos,Okota
3647,18000000,G5334,Land for sale Ajah Sangotedo Ajah Lagos,Sangotedo Ajah Sangotedo Ajah Lagos,Sangotedo
3648,4000000,F2101,600.0 square meter Land for sale Lekki free trade zone LaCampaigne Tropicana Ibeju-Lekki Lagos,Oshoroko Lekki free trade zone Lacampaigne Tropicana Ibeju-Lekki Lagos,Lekki
3649,26000000,G5332,620.0 square meter Land for sale Ago palace Okota Lagos,Greenfield Ago Palace Okota Lagos,Okota
3650,80000000,G5327,3 bedroom Flat / Apartment for sale Oniru Victoria Island Extension Victoria Island Lagos,Ibile street Oniru VI Extension VI Lagos,VI
3651,28000000,G5325,3 bedroom House for sale Ebute gbogbo road Ebute Ikorodu Lagos,Ebute gbogbo road Ebute gbogbo road Ebute Ikorodu Lagos,Ikorodu
3652,300000000,G5320,5 bedroom Duplex for sale Island Parkview Estate Ikoyi Lagos,Park view Island Parkview Estate Ikoyi Lagos,Ikoyi
3653,65000000,"343,G5303",1343.0 square meter Land for sale Oko oba Agege Lagos,Maple Wood Estate Agege Lagos Oko Oba Agege Lagos,Agege
3654,750000,G5301,600.0 square meter Land for sale LaCampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki Lacampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki
3655,33000000,G5300,3 bedroom Duplex for sale chevron Lekki Lagos,Orchid Road by 2nd Toll Gate. Chevron Lekki Lagos,Lekki
3656,45000000,G5299,4 bedroom Duplex for sale Close to Novare Shoprite Sangotedo Ajah Lagos,Close to Novare Shoprite Close to Novare Shoprite Sangotedo Ajah Lagos,Sangotedo
3657,35000000,G5291,3 bedroom Flat / Apartment for sale Egbeda Alimosho Lagos,Gowon Estate Egbeda Lagos Egbeda Alimosho Lagos,Alimosho
3658,850000000,G5288,Land for sale Ligali Ayorinde Victoria Island Lagos,Oniru Estate Ligali Ayorinde VI Lagos,VI
3659,1000000000,G5287,Land for sale Peninsula Estate Ajah Lagos, Off Abraham Adesanya Okunaja Community Peninsula Estate Ajah Lagos,Ajah
3660,18000000,G5286,Land for sale Sangotedo Ajah Lagos,Sangotedo Sangotedo Ajah Lagos,Sangotedo
3661,400000000,G5285,Land for sale Parkview Estate Ikoyi Lagos,Oba palace road Parkview Estate Ikoyi Lagos,Ikoyi
3662,400000000,G5284,Land for sale Parkview Estate Ikoyi Lagos,Oba palace road Parkview Estate Ikoyi Lagos,Ikoyi
3663,1300000000,G5283,Land for sale Parkview Estate Ikoyi Lagos,Parkview esate Parkview Estate Ikoyi Lagos,Ikoyi
3664,300000000,G5282,House for sale Osborne Foreshore Estate Ikoyi Lagos,Osborne Phase 2 Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
3665,1100000000,G5281,Land for sale Old Ikoyi Ikoyi Lagos,Ilabere Street Old Ikoyi Ikoyi Lagos,Ikoyi
3666,850000000,G5280,Land for sale Ligali Ayorinde Victoria Island Lagos,Oniru Estate Ligali Ayorinde VI Lagos,VI
3667,10000000,G5279,"Land for sale Lekki, bogije Awoyaya Ajah Lagos","Bogije Lekki, bogije Awoyaya Ajah Lagos",Lekki
3668,1500000000,G5278,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3669,1600000000,G5277,Land for sale Old Ikoyi Ikoyi Lagos,Queens Drive Old Ikoyi Ikoyi Lagos,Ikoyi
3670,55000000,G5276,2 bedroom House for sale Egbeda Idimu Egbe/Idimu Lagos,Idimu Road Egbeda Idimu Egbe Idimu Lagos,Idimu
3671,400000,G5274,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3672,80000000,G5270,6 bedroom Duplex for sale Boys Town Ipaja Ipaja Lagos,boys town Boys Town Ipaja Ipaja Lagos,Ipaja
3673,16000000,G5266,3 bedroom Bungalow for sale Baruwa inside Baruwa Ipaja Lagos,New London estate Baruwa inside Baruwa Ipaja Lagos,Ipaja
3674,145000000,G5265,5 bedroom Duplex for sale VGC V.G.C Lekki Lagos,Lake View Estate VGC V.g.c Lekki Lagos,VGC
3675,14000000,G5263,4 bedroom Bungalow for sale Abuleegba Abule Egba Abule Egba Lagos,Abule egba Abuleegba Abule-Egba Abule-Egba Lagos,Abule-Egba
3676,850000,G5262,600.0 square meter Land for sale Okun Ise Ise town Ibeju-Lekki Lagos,Ibeju lekki Okun Ise Ise Town Ibeju-Lekki Lagos,Ibeju-Lekki
3677,900000,G5261,600.0 square meter Land for sale Agbowa Ikorodu Ikorodu Lagos,Royal Haven Ikorodu Agbowa Agbowa Ikorodu Ikorodu Lagos,Ikorodu
3678,1500000,G5260,600.0 square meter Land for sale Lacampigne Tropicana Free Trade Zone Ibeju-Lekki Lagos,"Itamaru, free trade zone Lacampigne Tropicana Free Trade Zone Ibeju-Lekki Lagos",Ibeju-Lekki
3679,53000000,G5258,4 bedroom Duplex for sale chevy view chevron Lekki Lagos,chevy view estate chevy view Chevron Lekki Lagos,Lekki
3680,3700000000,G5254,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3681,520000000,G5253,Land for sale Ligali Ayorinde Victoria Island Lagos, Dideolu Estate Ligali Ayorinde VI Lagos,VI
3682,2800000000,G5252,Land for sale Bourdillon Ikoyi Lagos,Oyinkan Abayomi Drive Bourdillon Ikoyi Lagos,Ikoyi
3683,35000000,G5251,Land for sale Abijo Ajah Lagos,Abijo GRA Abijo Ajah Lagos,Ajah
3684,220000000,G5249,"5 bedroom Flat / Apartment for sale Off Bashiru Shittu, Magodo GRA Magodo Kosofe/Ikosi Lagos","Off Bashiru Shittu, Magodo GRA Magodo Kosofe Ikosi Lagos",Kosofe
3685,6500000,G5241,600.0 square meter Land for sale ABIJO GRA Abijo Ajah Lagos,Abijo GRA ABIJO GRA Abijo Ajah Lagos,Ajah
3686,110000000,G5239,5 bedroom House for sale Awoyaya Ajah Lagos,Mayfair Garden Awoyaya Ajah Lagos,Ajah
3687,26000000,G5194,Commercial Property for sale Abule-Oja Yaba Lagos,unilag road Abule Oja Yaba Lagos,Yaba
3688,30000000,G5192,3 bedroom Bungalow for sale Alakija Amuwo Odofin Lagos,Satellite town Alakija Amuwo-Odofin Lagos,Amuwo-Odofin
3689,400000000,G5180,3 bedroom Flat / Apartment for sale Sabo Yaba Lagos,"Connal Road, Yaba GRA Sabo Yaba Lagos",Yaba
3690,30000000,G5158,4 bedroom Bungalow for sale LBS Ibeju-Lekki Lagos,the major express way by Ibeju-lekki. Lbs Ibeju-Lekki Lagos,Ibeju-Lekki
3691,4200000,G5156,"Land for sale After Ibeju-Lekki L.G.A Secretariat, Opposite NIPCO Filling Station LBS Ibeju-Lekki Lagos","Igando Street After Ibeju-Lekki L.G.A Secretariat, Opposite NIPCO Filling Station Lbs Ibeju-Lekki Lagos",Igando
3692,27000000,G5155,3 bedroom Flat / Apartment for sale Lagos Business School Sangotedo Ajah Lagos,Renounced Estate at Sangotedo. Lagos Business School Sangotedo Ajah Lagos,Sangotedo
3693,120000000,G5148,4 bedroom Flat / Apartment for sale Ikoyi S.W Ikoyi Lagos,Ikoyi Ikoyi S.w Ikoyi Lagos,Ikoyi
3694,10000000,G5147,Land for sale Irepo Estate Bakare Igando Ikotun/Igando Lagos,Irepo Estate Bakare Irepo Estate Bakare Igando Ikotun Igando Lagos,Igando
3695,22000000,G5144,620.0 square meter Land for sale Ago palace way Ago palace Okota Lagos,Ago palace way Ago palace way Ago Palace Okota Lagos,Okota
3696,45000000,G5141,4 bedroom Duplex for sale Ifako Ifako-gbagada Gbagada Lagos,Glory Estate Ifako Ifako Gbagada Gbagada Lagos,Gbagada
3697,70000000,G5140,3 bedroom Flat / Apartment for sale Ifako Ifako-gbagada Gbagada Lagos,Jonsland Ifako Ifako Gbagada Gbagada Lagos,Gbagada
3698,11000000,"667,588,G5139",2 bedroom Bungalow for sale Ayobo Ipaja Ipaja Lagos,Anchor University Ayobo Ipaja Ipaja Lagos,Ipaja
3699,18000000,G5138,600.0 square meter Land for sale Sangotedo Ajah Lagos,LEKKI Ajah Sangotedo Ajah Lagos,Ajah
3700,230000000,G5137,5 bedroom Duplex for sale lekki phase 1 Lekki Phase 1 Lekki Lagos,lekki lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
3701,75000000,G5134,5 bedroom House for sale Jakande Lekki Lagos,Lekki - Jakande Jakande Lekki Lagos,Lekki
3702,60000000,G5133,4 bedroom House for sale chvry view chevron Lekki Lagos,lekki chvry view Chevron Lekki Lagos,Lekki
3703,130000000,G5117,4 bedroom Flat / Apartment for sale Osborne Foreshore Estate Ikoyi Lagos,Osborne Phase 2 Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
3704,10000000,G5109,Land for sale Bogije Sangotedo Lagos,Bogije Bogije Sangotedo Lagos,Sangotedo
3705,3000000,G5108,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Igbogun Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3706,140000000,G5107,5 bedroom Flat / Apartment for sale V.G.C Lekki Lagos,VGC V.g.c Lekki Lagos,VGC
3707,45000000,G5105,4 bedroom Duplex for sale Ogudu-Orike Ogudu Lagos,Ogudu Orioke Ogudu Orike Ogudu Lagos,Ogudu
3708,90000000,G5104,3 bedroom Flat / Apartment for sale MacPherson Ikoyi Lagos, Adeyemi Lawson off queens drive Ikoyi. Macpherson Ikoyi Lagos,Ikoyi
3709,85000000,G5102,5 bedroom Duplex for sale Ogudu-Orike Ogudu Lagos,Ogudu Orike Ogudu Orike Ogudu Lagos,Ogudu
3710,1300000000,G5101,Land for sale Gerard road Ikoyi Lagos," Alexander Avenue, Gerard Road Ikoyi Lagos",Ikoyi
3711,40000000,G5099,4 bedroom Duplex for sale Sapphire Gardens Awoyaya Ajah Lagos,Awoyaya Sapphire Gardens Awoyaya Ajah Lagos,Ajah
3712,150000000,G5098,Land for sale Alausa Ikeja Lagos,CBD Alausa Ikeja Lagos,Ikeja
3713,30000000,G5097,3 bedroom Flat / Apartment for sale Akoka Yaba Lagos,Moore road Akoka Yaba Lagos,Yaba
3714,300000000,G5094,Commercial Property for sale Ado Ajah Lagos, OFF ADO ROAD Ado Ajah Lagos,Ajah
3715,120000000,G5092,5 bedroom Flat / Apartment for sale V.G.C Lekki Lagos,VGC V.g.c Lekki Lagos,VGC
3716,250000000,G5091,Land for sale Alausa Ikeja Lagos, AWOLOWO WAY OPP ALAUSA MALL Alausa Ikeja Lagos,Ikeja
3717,85000000,G5090,4 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
3718,850000000,G5089,Land for sale Kofo Abayomi Victoria Island Lagos,kofo abayomi Kofo Abayomi VI Lagos,VI
3719,40000000,G5088,1290.0 square meter Land for sale Ogidan Sangotedo Ajah Lagos,Ogidan Ogidan Sangotedo Ajah Lagos,Sangotedo
3720,100000000,G5087,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Omonrire Johnson Street Lekki Phase 1 Lekki Lagos,Lekki
3721,40000000,G5084,3 bedroom Bungalow for sale Thomas estate Ajah Lagos,divines homes Thomas Estate Ajah Lagos,Ajah
3722,6000000,G5083,Land for sale Off Lekki-Epe Expressway Ajah Lagos,JOEBASS ESTATE ORIBANWA PHASE 2 Off Lekki Epe Expressway Ajah Lagos,Lekki
3723,40000000,G5082,4 bedroom Duplex for sale Thomas estate Ajah Lagos,Thomas Estate Thomas Estate Ajah Lagos,Ajah
3724,25850780,G5081,3 bedroom House for sale Sangotedo Ajah Lagos,"off Cardinal Anthony Olubunmi Okojie road, off Lekki-Epe Express way Sangotedo Ajah Lagos",Lekki
3725,50000000,G5080,8 bedroom House for sale Olokonla Sangotedo Ajah Lagos,Olive Park Estate Olokonla Sangotedo Ajah Lagos,Sangotedo
3726,220000000,G5078,6 bedroom Duplex for sale Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo Shangisha G.R.A phase 2 Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
3727,10000000,G5074,Land for sale Monastery road Sangotedo Lagos,"Monetary Road, Sangotedo. Monastery Road Sangotedo Lagos",Sangotedo
3728,150000000,G5072,Duplex for sale Magodo-Shangisha Kosofe/Ikosi Lagos,Magodo phase 2 shangisha Magodo Shangisha Kosofe Ikosi Lagos,Kosofe
3729,26000000,G5065,580.0 square meter Land for sale Ogba Bus-stop Ogba Lagos,Off Isheri Road Ogba Bus Stop Ogba Lagos,Ogba
3730,120000000,G5061,5 bedroom Duplex for sale Omole phase 2 Ogba Lagos,Off Rev. Emmanuel Street Omole Phase 2 Ogba Lagos,Ogba
3731,21000000,G5060,3 bedroom Flat / Apartment for sale Abijo GRA Abijo Ajah Lagos,Oasis Garden Abijo GRA Abijo Ajah Lagos,Ajah
3732,15000000,G5048,3 bedroom Bungalow for sale Awoyaya Junction Awoyaya Ajah Lagos,"Km 35, Lekki-Epe Expressway, Awoyaya Awoyaya Junction Awoyaya Ajah Lagos",Lekki
3733,110000000,G5039,4 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,lekki 1 Lekki Phase 1 Lekki Lagos,Lekki
3734,10000000,G5006,500.0 square meter Land for sale bogije Awoyaya Ajah Lagos,bogije bogije Awoyaya Ajah Lagos,Ajah
3735,95000000,G5024,5 bedroom House for sale Osapa london Lekki Lagos,osapa lekki Osapa London Lekki Lagos,Lekki
3736,100000000,G5021,6 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Lagoon estate Ogudu Gra Ogudu Lagos,Ogudu
3737,350000000,G5020,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3738,55000000,G5019,4 bedroom House for sale Osapa london Lekki Lagos,Osapa london lekki Osapa London Lekki Lagos,Lekki
3739,330000000,G5018,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3740,400000000,G5017,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3741,400000000,G5016,House for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3742,235000000,G5014,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3743,300000000,G5012,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3744,360000000,G5011,Land for sale Banana Island Ikoyi Lagos,Banana Island Banana Island Ikoyi Lagos,Ikoyi
3745,3000000,G5003,600.0 square meter Land for sale Lacapaingn Tropicana Free Trade Zone Ibeju-Lekki Lagos,Gracia Gardens Scheme Lacapaingn Tropicana Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3746,5500000,G4998,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Gracia Courts Scheme by Dangote Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3747,6000000,G4995,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Courts Scheme Sangotedo Free Trade Zone Ibeju-Lekki Lagos,Sangotedo
3748,45000000,G4994,4 bedroom Duplex for sale Ifako-gbagada Gbagada Lagos,Glory Estate Ifako Gbagada Gbagada Lagos,Gbagada
3749,70000000,G4993,3 bedroom Flat / Apartment for sale Ifako-gbagada Gbagada Lagos,Ifako Gbagada Ifako Gbagada Gbagada Lagos,Gbagada
3750,10000000,G4987,600.0 square meter Land for sale Urban Base Estate Free Trade Zone Ibeju-Lekki Lagos,"Bogiije, Lekki, Urban Base Estate Urban Base Estate Free Trade Zone Ibeju-Lekki Lagos",Lekki
3751,13000000,G4986,2 bedroom Flat / Apartment for sale LSDPC estate Agege Lagos,Diaryfarm Lsdpc Estate Agege Lagos,Agege
3752,3000000,G4981,600.0 square meter Land for sale Igbogun LaCampaigne Tropicana Ibeju-Lekki Lagos,"Gracias Gardens Scheme 3, Igbogun Road Igbogun Lacampaigne Tropicana Ibeju-Lekki Lagos",Ibeju-Lekki
3753,67000000,G4979,5 bedroom Duplex for sale chevron Lekki Lagos,Chevyview Estate Chevron Lekki Lagos,Lekki
3754,130000000,G4976,5 bedroom Duplex for sale Oniru Victoria Island Extension Victoria Island Lagos,"Ihuntayi Street, Off Palace Road, Oniru Oniru VI Extension VI Lagos",VI
3755,40000000,G4975,2 bedroom Flat / Apartment for sale Allen Avenue Ikeja Lagos,Bolanle Close Allen Avenue Ikeja Lagos,Ikeja
3756,54000000,G4974,4 bedroom House for sale Osapa london Lekki Lagos,Osapa lekki Osapa London Lekki Lagos,Lekki
3757,57000000,G4971,4 bedroom Duplex for sale Badore Ajah Lagos,Cooperative villa Badore Ajah Lagos,Ajah
3758,180000000,G4970,Commercial Property for sale Ketu Kosofe/Ikosi Lagos, Demurin road Ketu Kosofe Ikosi Lagos,Kosofe
3759,10000000,G4967,600.0 square meter Land for sale off lekki scheme 2 VGC Ajah Lagos,off lekki scheme 2 Vgc Ajah Lagos,Ajah
3760,18000000,G4960,630.0 square meter Land for sale Rich field estate Ajao Estate Isolo Lagos,Rich field estate Ajao Estate Isolo Lagos,Isolo
3761,60000000,G4959,3 bedroom House for sale Abule Egba Abule Egba Lagos,Abule-Egba Abule-Egba Abule-Egba Lagos,Abule-Egba
3762,250000000,G4951,5 bedroom Flat / Apartment for sale Lekki Phase 1 Lekki Lagos,lekki Lekki Phase 1 Lekki Lagos,Lekki
3763,2500000,G4950,4 bedroom Duplex for sale Before Lagos Business School VGC Ajah Lagos,After Abraham Adesanya Roundabout Before Lagos Business School Vgc Ajah Lagos,Ajah
3764,40000000,G4947,4 bedroom Flat / Apartment for sale Lagos,Anthony Village Kosofe Lagos,Kosofe
3765,32000000,G4943,3 bedroom Flat / Apartment for sale Anthony Village Maryland Lagos,Anthony Village Anthony Village Maryland Lagos,Maryland
3766,35000000,G4939,3 bedroom Flat / Apartment for sale Agungi Lekki Lagos,"in an estate at agungi,lekki close to domino pizza Agungi Lekki Lagos",Lekki
3767,125000000,G4934,4 bedroom Duplex for sale Magodo Kosofe/Ikosi Lagos,Magodo Phase 2 Magodo Kosofe Ikosi Lagos,Kosofe
3768,30000000,G4933,Land for sale Mende Maryland Lagos,Mende Mende Maryland Lagos,Maryland
3769,35000000,G4930,4 bedroom Duplex for sale Elegushi Ikate Lekki Lagos,Meadow hall schools Road Elegushi Ikate Lekki Lagos,Lekki
3770,40000000,G4925,4 bedroom Duplex for sale Glory estate Ifako-gbagada Gbagada Lagos,Ferrano court Glory estate Ifako Gbagada Gbagada Lagos,Gbagada
3771,65000000,G4914,4 bedroom Duplex for sale Osapa London Lekki Osapa london Lekki Lagos,Osapa London Osapa London Lekki Osapa London Lekki Lagos,Lekki
3772,28000000,G4913,3 bedroom Flat / Apartment for sale Ikota Ikota Lekki Lagos,Oral Estate Ikota Ikota Lekki Lagos,Lekki
3773,53000000,G4912,4 bedroom Duplex for sale ikota Ikota Lekki Lagos,Oral Estate ikota Ikota Lekki Lagos,Lekki
3774,35000000,G4910,4 bedroom House for sale Western Avenue Road Ojuelegba Surulere Lagos,Western Avenue Road Surulere Western Avenue Road Ojuelegba Surulere Lagos,Surulere
3775,20000000,G4907,4 bedroom Duplex for sale Ajah Sangotedo Ajah Lagos,Sangotedo Ajah Sangotedo Ajah Lagos,Sangotedo
3776,70000000,G4906,1200.0 square meter Land for sale Abiola Ketu Kosofe/Ikosi Lagos,Demurin Street Abiola Ketu Kosofe Ikosi Lagos,Kosofe
3777,45000000,G4897,Land for sale Ijegun Ikotun/Igando Lagos,"Along Ijegemo road, Ijegun Ikotun Igando Lagos",Igando
3778,135000000,G4896,5 bedroom Duplex for sale Ikota county homes Ikota Lekki Lagos,Ikota county homes Ikota county homes Ikota Lekki Lagos,Lekki
3779,55000000,G4893,5 bedroom Duplex for sale chevy view chevron Lekki Lagos,Chevy View Estate chevy view Chevron Lekki Lagos,Lekki
3780,50000000,G4892,4 bedroom Duplex for sale Agungi Leekki Agungi Lekki Lagos,Lara Ademola street Agungi Agungi Leekki Agungi Lekki Lagos,Lekki
3781,12000000,G3637,Land for sale Ajah Sangotedo Ajah Lagos,Sangotedo Ajah Sangotedo Ajah Lagos,Sangotedo
3782,135000000,G4884,5 bedroom Duplex for sale Lekki county home by megamound Ikota Lekki Lagos,Lekki county home by megamound Lekki county home by megamound Ikota Lekki Lagos,Lekki
3783,4000000,G4882,Land for sale ibeju lekki Free Trade Zone Ibeju-Lekki Lagos,Town ibeju lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3784,2500000,G4881,Land for sale okun ilado Free Trade Zone Ibeju-Lekki Lagos,Town okun ilado Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3785,3000000,G4880,Land for sale okun ilado Free Trade Zone Ibeju-Lekki Lagos,Town okun ilado Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3786,3000000,G4879,Land for sale Orimedu Free Trade Zone Ibeju-Lekki Lagos,Town Orimedu Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3787,5000000,G4878,Land for sale Osoroko Free Trade Zone Ibeju-Lekki Lagos,Town Osoroko Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3788,7000000,G4876,Land for sale Osoroko Free Trade Zone Ibeju-Lekki Lagos,Town Osoroko Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
3789,75000000,"090,G4874",1090.0 square meter Land for sale Tejuosho Yaba Lagos,Tejuosho road Tejuosho Yaba Lagos,Yaba
3790,70000000,"11,G4850",3 bedroom Flat / Apartment for sale Victoria Island Extension Victoria Island Lagos,ONIRU VI Extension VI Lagos,VI
3791,600000,G4849,600.0 square meter Land for sale ibeju lekki LaCampaigne Tropicana Ibeju-Lekki Lagos,Okunfolu ibeju lekki Lacampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki
3792,25000000,G4840,6 bedroom Commercial Property for sale Doyin omololu Alapere Kosofe/Ikosi Lagos,Doyin Omololu street.. Doyin omololu Alapere Kosofe Ikosi Lagos,Alapere
3793,180000000,G4829,5 bedroom Duplex for sale Nicon town Lekki Phase 1 Lekki Lagos,Nicon town lekki Nicon town Lekki Phase 1 Lekki Lagos,Lekki
3794,18000000,E7899,3 bedroom Bungalow for sale baruwa Baruwa Ipaja Lagos,new london estate baruwa Baruwa Ipaja Lagos,Ipaja
3795,20000000,E7902,3 bedroom Flat / Apartment for sale two storey Baruwa Ipaja Lagos,New london estate two storey Baruwa Ipaja Lagos,Ipaja
3796,12000000,E7893,4 bedroom Bungalow for sale alaja Ayobo Ipaja Lagos,Abiola farm estate alaja Ayobo Ipaja Lagos,Ipaja
3797,55000000,G4822,3 bedroom Duplex for sale Ojota Oregun Ikeja Lagos,Howson Wright Estate Ojota Oregun Ikeja Lagos,Ojo
3798,70000,"10,1000,G4819",4 bedroom Flat / Apartment for sale Abiola Alapere Kosofe/Ikosi Lagos,Abiola street Abiola Alapere Kosofe Ikosi Lagos,Alapere
3799,800000,G4815,Land for sale Emuren Ijede Ikorodu Lagos,close to Caleb university Emuren Ijede Ikorodu Lagos,Ikorodu
3800,70000000,G4814,5 bedroom Duplex for sale Osapa Osapa london Lekki Lagos,London Lekki Osapa Osapa London Lekki Lagos,Lekki
3801,90000000,G3564,3 bedroom Flat / Apartment for sale Adeyemi Lawson Ikoyi Lagos,Off queens drive Adeyemi Lawson Ikoyi Lagos,Ikoyi
3802,57000000,G3559,4 bedroom Duplex for sale Badore Badore Ajah Lagos,Badore Badore Badore Ajah Lagos,Ajah
3803,17000000,D8368,3 bedroom Bungalow for sale Abraham adesanya estate Ajah Lagos,at Abraham Adesanya Estate Ajah Lagos,Ajah
3804,60000000,G4808,5 bedroom Duplex for sale Opa Aro Fagba Agege Lagos,off Opa Aro Opa Aro Fagba Agege Lagos,Agege
3805,250000000,E2212,4 bedroom Bungalow for sale Shonibare Estate Maryland Lagos,Shonibare estate Shonibare Estate Maryland Lagos,Maryland
3806,45000000,E9710,4 bedroom Bungalow for sale Abraham adesanya estate Ajah Lagos,Abraham adesanya estate Abraham Adesanya Estate Ajah Lagos,Ajah
3807,40000000,G4804,600.0 square meter House for sale Opposite Tabade Pharmacy Fola Agoro Yaba Lagos,Adetayo Osho Opposite Tabade Pharmacy Fola Agoro Yaba Lagos,Yaba
3808,45000000,F4825,Land for sale Mende Maryland Lagos,At Mende Maryland Lagos,Maryland
3809,50000000,"648,F4838",Land for sale Mende Maryland Lagos,"GreenLand Estate, Maryland Mende Maryland Lagos",Maryland
3810,55000000,G4795,3 bedroom Flat / Apartment for sale Akoka Yaba Lagos,Obayan street Akoka Yaba Lagos,Yaba
3811,150000000,G3956,5 bedroom Duplex for sale VGC Ajah Lagos,Royal Garden Estate Vgc Ajah Lagos,Ajah
3812,70000000,G4793,4 bedroom Duplex for sale Agungi Lekki Lagos,Friends Collony Agungi Lekki Lagos,Lekki
3813,90000000,"18,G4789",10 bedroom Commercial Property for sale ALABA INTERNATIONAL MARKET Alaba Ojo Lagos,AJANGBADI ALABA INTERNATIONAL MARKET Alaba Ojo Lagos,Ojo
3814,200000000,G4778,3 bedroom House for sale Ajayi road Ogba Lagos,AJAYI ROAD Ajayi Road Ogba Lagos,Ogba
3815,53000000,F1581,5 bedroom Duplex for sale Estate Along chevron Lekki Lagos,Private Estate Along Chevron Lekki Lagos,Lekki
3816,58000000,G2758,5 bedroom Duplex for sale Expressway Bogije Sangotedo Lagos,2nd Toll gate Expressway Bogije Sangotedo Lagos,Sangotedo
3817,47000000,G4737,4 bedroom Duplex for sale Igbo efon Igbo-efon Lekki Lagos,"Chief ugochukwu orji street behind spg, Igbo efon, lekki, Lagos. Igbo efon Igbo Efon Lekki Lagos",Lekki
3818,550000000,G4730,Land for sale Ojota Ojota Lagos,Ojota /Ikorodu Expressway Ojota Ojota Lagos,Ojo
3819,60000000,G4721,Land for sale Ikate Lekki Lagos,elegushi street off AjifoLuke commissioner road oba yekini adeniyi elegushi unity estate iroko awe lekki Ikate Lekki Lagos,Lekki
3820,4000000,F2412,4 bedroom Bungalow for sale Ikorodu Ikorodu Ikorodu Lagos,Lagos state polytechnic side Ikorodu Ikorodu Ikorodu Lagos,Ikorodu
3821,50000000,F2434,Bungalow for sale isolo Osolo way Isolo Lagos,isolo isolo Osolo Way Isolo Lagos,Isolo
